14_TRINITY_DN3130_c0_g1_i31.p1	1895b4e2e723cc0a135f3b0d1fd7c16c	390	Gene3D	G3DSA:2.170.140.10	Chitin binding domain	43	110	3.0E-9	T	01-05-2024	-	-	-	-
14_TRINITY_DN3130_c0_g1_i31.p1	1895b4e2e723cc0a135f3b0d1fd7c16c	390	ProSiteProfiles	PS51910	Glycosyl hydrolases family 18 (GH18) domain profile.	114	383	16.8899	T	01-05-2024	IPR001223	Glycoside hydrolase family 18, catalytic domain	-	-
14_TRINITY_DN3130_c0_g1_i31.p1	1895b4e2e723cc0a135f3b0d1fd7c16c	390	SUPERFAMILY	SSF57625	Invertebrate chitin-binding proteins	49	102	6.02E-10	T	01-05-2024	IPR036508	Chitin binding domain superfamily	-	-
14_TRINITY_DN3130_c0_g1_i31.p1	1895b4e2e723cc0a135f3b0d1fd7c16c	390	SUPERFAMILY	SSF51445	(Trans)glycosidases	124	378	1.64E-29	T	01-05-2024	IPR017853	Glycoside hydrolase superfamily	-	-
14_TRINITY_DN3130_c0_g1_i31.p1	1895b4e2e723cc0a135f3b0d1fd7c16c	390	Gene3D	G3DSA:3.20.20.80	Glycosidases	118	389	8.5E-32	T	01-05-2024	-	-	-	-
14_TRINITY_DN3130_c0_g1_i31.p1	1895b4e2e723cc0a135f3b0d1fd7c16c	390	ProSiteProfiles	PS50940	Chitin-binding type-2 domain profile.	50	105	11.211082	T	01-05-2024	IPR002557	Chitin binding domain	-	-
14_TRINITY_DN3130_c0_g1_i31.p1	1895b4e2e723cc0a135f3b0d1fd7c16c	390	PANTHER	PTHR11177	CHITINASE	105	297	3.7E-24	T	01-05-2024	IPR050314	Glycosyl Hydrolase Family 18	-	-
14_TRINITY_DN3130_c0_g1_i31.p1	1895b4e2e723cc0a135f3b0d1fd7c16c	390	Pfam	PF01607	Chitin binding Peritrophin-A domain	53	100	2.7E-4	T	01-05-2024	IPR002557	Chitin binding domain	-	-
14_TRINITY_DN3130_c0_g1_i31.p1	1895b4e2e723cc0a135f3b0d1fd7c16c	390	SMART	SM00636	2g34	114	358	3.1E-6	T	01-05-2024	IPR011583	Chitinase II	-	-
14_TRINITY_DN3130_c0_g1_i31.p1	1895b4e2e723cc0a135f3b0d1fd7c16c	390	Pfam	PF00704	Glycosyl hydrolases family 18	148	297	3.9E-13	T	01-05-2024	IPR001223	Glycoside hydrolase family 18, catalytic domain	-	-
14_TRINITY_DN3130_c0_g1_i31.p1	1895b4e2e723cc0a135f3b0d1fd7c16c	390	SMART	SM00494	chi_10	51	105	4.2E-8	T	01-05-2024	IPR002557	Chitin binding domain	-	-
08_TRINITY_DN7218_c0_g2_i11.p1	9f773ef9068bb6da655b1a9015b75779	151	SUPERFAMILY	SSF49899	Concanavalin A-like lectins/glucanases	17	133	2.22E-30	T	01-05-2024	IPR013320	Concanavalin A-like lectin/glucanase domain superfamily	-	-
08_TRINITY_DN7218_c0_g2_i11.p1	9f773ef9068bb6da655b1a9015b75779	151	PANTHER	PTHR11073	CALRETICULIN AND CALNEXIN	5	131	1.2E-42	T	01-05-2024	IPR001580	Calreticulin/calnexin	-	-
08_TRINITY_DN7218_c0_g2_i11.p1	9f773ef9068bb6da655b1a9015b75779	151	PRINTS	PR00626	Calreticulin signature	98	116	2.4E-6	T	01-05-2024	IPR001580	Calreticulin/calnexin	-	-
08_TRINITY_DN7218_c0_g2_i11.p1	9f773ef9068bb6da655b1a9015b75779	151	PRINTS	PR00626	Calreticulin signature	124	140	2.4E-6	T	01-05-2024	IPR001580	Calreticulin/calnexin	-	-
08_TRINITY_DN7218_c0_g2_i11.p1	9f773ef9068bb6da655b1a9015b75779	151	ProSitePatterns	PS00803	Calreticulin family signature 1.	96	111	-	T	01-05-2024	IPR018124	Calreticulin/calnexin, conserved site	-	-
08_TRINITY_DN7218_c0_g2_i11.p1	9f773ef9068bb6da655b1a9015b75779	151	Pfam	PF00262	Calreticulin family	21	132	1.1E-16	T	01-05-2024	IPR001580	Calreticulin/calnexin	-	-
08_TRINITY_DN7218_c0_g2_i11.p1	9f773ef9068bb6da655b1a9015b75779	151	Gene3D	G3DSA:2.60.120.200	-	9	133	5.4E-49	T	01-05-2024	-	-	-	-
07_TRINITY_DN64_c0_g1_i41.p1	f671600d4875f555f6e363ea66458093	171	ProSiteProfiles	PS50041	C-type lectin domain profile.	62	171	9.2164	T	01-05-2024	IPR001304	C-type lectin-like	-	-
07_TRINITY_DN64_c0_g1_i41.p1	f671600d4875f555f6e363ea66458093	171	CDD	cd00037	CLECT	62	166	7.57669E-14	T	01-05-2024	-	-	-	-
07_TRINITY_DN64_c0_g1_i41.p1	f671600d4875f555f6e363ea66458093	171	SMART	SM00034	CLECT_2	26	165	3.9E-4	T	01-05-2024	IPR001304	C-type lectin-like	-	-
07_TRINITY_DN64_c0_g1_i41.p1	f671600d4875f555f6e363ea66458093	171	Gene3D	G3DSA:3.10.100.10	-	18	166	1.9E-15	T	01-05-2024	IPR016186	C-type lectin-like/link domain superfamily	-	-
07_TRINITY_DN64_c0_g1_i41.p1	f671600d4875f555f6e363ea66458093	171	SUPERFAMILY	SSF56436	C-type lectin-like	21	168	1.75E-16	T	01-05-2024	IPR016187	C-type lectin fold	-	-
05_TRINITY_DN448_c0_g1_i41.p1	c67ec4e78374f7a17a0642134e0a0ebd	157	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	17	5.0	T	01-05-2024	-	-	-	-
07_TRINITY_DN174_c0_g1_i11.p1	fe46d1868c74638006767143162e5877	532	Pfam	PF01401	Angiotensin-converting enzyme	26	532	3.6E-203	T	01-05-2024	IPR001548	Peptidase M2, peptidyl-dipeptidase A	-	-
07_TRINITY_DN174_c0_g1_i11.p1	fe46d1868c74638006767143162e5877	532	SUPERFAMILY	SSF55486	Metalloproteases ("zincins"), catalytic domain	28	532	6.11E-181	T	01-05-2024	-	-	-	-
07_TRINITY_DN174_c0_g1_i11.p1	fe46d1868c74638006767143162e5877	532	ProSiteProfiles	PS52011	Peptidase family M2 domain profile.	24	532	175.188538	T	01-05-2024	IPR001548	Peptidase M2, peptidyl-dipeptidase A	-	-
07_TRINITY_DN174_c0_g1_i11.p1	fe46d1868c74638006767143162e5877	532	PANTHER	PTHR10514	ANGIOTENSIN-CONVERTING ENZYME	19	530	6.4E-214	T	01-05-2024	IPR001548	Peptidase M2, peptidyl-dipeptidase A	-	-
07_TRINITY_DN174_c0_g1_i11.p1	fe46d1868c74638006767143162e5877	532	CDD	cd06461	M2_ACE	33	532	0.0	T	01-05-2024	IPR001548	Peptidase M2, peptidyl-dipeptidase A	-	-
07_TRINITY_DN174_c0_g1_i11.p1	fe46d1868c74638006767143162e5877	532	PRINTS	PR00791	Peptidyl-dipeptidase A (M2) metalloprotease family signature	496	524	2.7E-84	T	01-05-2024	IPR001548	Peptidase M2, peptidyl-dipeptidase A	-	-
07_TRINITY_DN174_c0_g1_i11.p1	fe46d1868c74638006767143162e5877	532	PRINTS	PR00791	Peptidyl-dipeptidase A (M2) metalloprotease family signature	364	380	2.7E-84	T	01-05-2024	IPR001548	Peptidase M2, peptidyl-dipeptidase A	-	-
07_TRINITY_DN174_c0_g1_i11.p1	fe46d1868c74638006767143162e5877	532	PRINTS	PR00791	Peptidyl-dipeptidase A (M2) metalloprotease family signature	332	357	2.7E-84	T	01-05-2024	IPR001548	Peptidase M2, peptidyl-dipeptidase A	-	-
07_TRINITY_DN174_c0_g1_i11.p1	fe46d1868c74638006767143162e5877	532	PRINTS	PR00791	Peptidyl-dipeptidase A (M2) metalloprotease family signature	254	275	2.7E-84	T	01-05-2024	IPR001548	Peptidase M2, peptidyl-dipeptidase A	-	-
07_TRINITY_DN174_c0_g1_i11.p1	fe46d1868c74638006767143162e5877	532	PRINTS	PR00791	Peptidyl-dipeptidase A (M2) metalloprotease family signature	468	495	2.7E-84	T	01-05-2024	IPR001548	Peptidase M2, peptidyl-dipeptidase A	-	-
07_TRINITY_DN174_c0_g1_i11.p1	fe46d1868c74638006767143162e5877	532	PRINTS	PR00791	Peptidyl-dipeptidase A (M2) metalloprotease family signature	433	458	2.7E-84	T	01-05-2024	IPR001548	Peptidase M2, peptidyl-dipeptidase A	-	-
07_TRINITY_DN174_c0_g1_i11.p1	fe46d1868c74638006767143162e5877	532	PRINTS	PR00791	Peptidyl-dipeptidase A (M2) metalloprotease family signature	219	246	2.7E-84	T	01-05-2024	IPR001548	Peptidase M2, peptidyl-dipeptidase A	-	-
07_TRINITY_DN174_c0_g1_i11.p1	fe46d1868c74638006767143162e5877	532	PRINTS	PR00791	Peptidyl-dipeptidase A (M2) metalloprotease family signature	392	412	2.7E-84	T	01-05-2024	IPR001548	Peptidase M2, peptidyl-dipeptidase A	-	-
10_TRINITY_DN205_c0_g1_i231.p1	a8a3744201f6142d1f025253723e5c8a	174	SUPERFAMILY	SSF57424	LDL receptor-like module	138	174	8.38E-9	T	01-05-2024	IPR036055	LDL receptor-like superfamily	-	-
10_TRINITY_DN205_c0_g1_i231.p1	a8a3744201f6142d1f025253723e5c8a	174	ProSiteProfiles	PS50068	LDL-receptor class A (LDLRA) domain profile.	139	174	10.912499	T	01-05-2024	IPR002172	Low-density lipoprotein (LDL) receptor class A repeat	-	-
10_TRINITY_DN205_c0_g1_i231.p1	a8a3744201f6142d1f025253723e5c8a	174	SUPERFAMILY	SSF57424	LDL receptor-like module	98	136	8.12E-12	T	01-05-2024	IPR036055	LDL receptor-like superfamily	-	-
